name,mainCategory,subCategory,image,link,ratings,noOfRatings,discountPrice,actualPrice,category,matched_bb_product,match_score
Clinic Plus Strong & Long Health Shampoo 650ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/100090784_8-clinic-plus-strong-long-health-shampoo.jpg,https://www.amazon.in/dp/B0000266,4.2,8500,299,325,shampoo,Strong & Long Health Shampoo,210.0
Tresemme Keratin Smooth Shampoo 580ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40206759_3-sunfeast-dark-fantasy-cream-biscuit-vanilla-creme.jpg,https://www.amazon.in/dp/B0000267,4.4,6200,465,520,shampoo,"Dark Fantasy - Vanilla Crème, Dark Crunchy Biscuit, With Smooth Cream",210.0
Pantene Pro-V Hair Fall Control Shampoo 650ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40117659_2-pantene-pro-v-shampoo-for-hair-fall-control-strengthens-from-root-to-tip.jpg,https://www.amazon.in/dp/B0000268,4.3,5100,440,499,shampoo,"Pro-V Shampoo - For Hair Fall Control, Strengthens From Root To Tip",270.0
Sunsilk Black Shine Shampoo 650ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40108932_7-gooddiet-chia-seeds-black.jpg,https://www.amazon.in/dp/B0000269,4.3,4200,320,350,shampoo,Black Chia Seeds,210.0
Dove Hair Fall Rescue Shampoo 650ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1203521_1-dove-intense-repair-shampoo-with-keratin-650ml-conditioner-hair-fall-rescue-180ml.jpg,https://www.amazon.in/dp/B0000270,4.4,3800,480,540,shampoo,Intense Repair Shampoo with Keratin 650ml + Conditioner Hair Fall Rescue 180ml,210.0
Head & Shoulders Smooth and Silky Shampoo 650ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40206759_3-sunfeast-dark-fantasy-cream-biscuit-vanilla-creme.jpg,https://www.amazon.in/dp/B0000271,4.3,2900,495,550,shampoo,"Dark Fantasy - Vanilla Crème, Dark Crunchy Biscuit, With Smooth Cream",210.0
Biotique Bio Kelp Protein Shampoo 340ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/208345_20-quaker-oats-breakfast-cereal-rich-in-protein-dietary-fibre-nutritious-easy-to-cook.jpg,https://www.amazon.in/dp/B0000272,4.1,1800,210,240,shampoo,"Oats Breakfast Cereal - Rich In Protein, Dietary Fibre, Nutritious, Easy To Cook",210.0
Himalaya Herbals Anti-Hair Fall Shampoo 400ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40244336_1-suprfit-effervescent-tablets-biotin-for-hair-skin-nails-health-blueberry-flavour.jpg,https://www.amazon.in/dp/B0000273,4.1,1100,225,250,shampoo,"Effervescent Tablets - Biotin, For Hair, Skin & Nails Health, Blueberry Flavour",210.0
Tresemme Hair Fall Defense Shampoo 580ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40244336_1-suprfit-effervescent-tablets-biotin-for-hair-skin-nails-health-blueberry-flavour.jpg,https://www.amazon.in/dp/B0000274,4.3,1500,445,499,shampoo,"Effervescent Tablets - Biotin, For Hair, Skin & Nails Health, Blueberry Flavour",210.0
Pedigree Adult Dry Dog Food - Chicken 3kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/256652_14-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg,https://www.amazon.in/dp/B0000275,4.4,12400,640,699,dog food,"Dry Dog Food - Chicken & Vegetables, For Adult Dogs",210.0
Pedigree Puppy Dry Dog Food - Chicken 3kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1201150_2-fresho-signature-dry-fruit-mix.jpg,https://www.amazon.in/dp/B0000276,4.5,9100,720,775,dog food,Dry Fruit Mix,210.0
Royal Canin Mini Adult Dry Dog Food 800g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,https://www.amazon.in/dp/B0000277,4.6,4100,580,620,dog food,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",210.0
Drools Focus Adult Premium Dry Dog Food 4kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1204212_3-happilo-almonds-100-natural-premium-californian.jpg,https://www.amazon.in/dp/B0000278,4.2,3100,1250,1400,dog food,Premium Natural Californian Almonds,210.0
Purina Supercoat Adult Dry Dog Food 3kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1201150_2-fresho-signature-dry-fruit-mix.jpg,https://www.amazon.in/dp/B0000279,4.3,1900,680,750,dog food,Dry Fruit Mix,210.0
Pedigree Wet Dog Food Gravy 15 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1200587_2-cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units.jpg,https://www.amazon.in/dp/B0000280,4.5,5200,540,600,dog food,"Chocolate Home Treats Pack, 126 g, 18 Units",210.0
Drools Puppy Dry Dog Food - Chicken 3kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1201150_2-fresho-signature-dry-fruit-mix.jpg,https://www.amazon.in/dp/B0000281,4.1,2800,599,675,dog food,Dry Fruit Mix,210.0
Pedigree Puppy Wet Dog Food Gravy 15 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1200587_2-cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units.jpg,https://www.amazon.in/dp/B0000282,4.4,1800,560,620,dog food,"Chocolate Home Treats Pack, 126 g, 18 Units",210.0
Purepet Adult Dry Dog Food - Chicken 3kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1201150_2-fresho-signature-dry-fruit-mix.jpg,https://www.amazon.in/dp/B0000283,3.9,1500,399,499,dog food,Dry Fruit Mix,210.0
Royal Canin Puppy Dry Dog Food 800g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,https://www.amazon.in/dp/B0000284,4.5,1200,620,680,dog food,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",210.0
Fortune Soya Health Refined Soyabean Oil 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/100140874_7-figaro-pure-olive-oil.jpg,https://www.amazon.in/dp/B0000285,4.3,18200,125,140,cooking oil,"Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes- Curries, Gravy- Imported from Spain- 1L Tin",320.0
Saffola Gold Refined Cooking Oil 5L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40124588_6-figaro-olive-oil-pure.jpg,https://www.amazon.in/dp/B0000286,4.5,15200,850,950,cooking oil,"Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes -Curries, Gravy- Imported from Spain- 5L Tin",380.0
Fortune Sunlite Refined Sunflower Oil 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40191263_2-wingreens-farms-premium-veg-mayo-dip-spread.jpg,https://www.amazon.in/dp/B0000287,4.3,9100,135,155,cooking oil,Original Recipe Premium Veg Mayo - With Sunflower Oil,320.0
Saffola Active Refined Cooking Oil 5L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40124588_6-figaro-olive-oil-pure.jpg,https://www.amazon.in/dp/B0000288,4.4,6200,799,890,cooking oil,"Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes -Curries, Gravy- Imported from Spain- 5L Tin",380.0
Dhara Refined Soyabean Oil 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/100140874_7-figaro-pure-olive-oil.jpg,https://www.amazon.in/dp/B0000289,4.2,4300,120,135,cooking oil,"Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes- Curries, Gravy- Imported from Spain- 1L Tin",320.0
Fortune Sunlite Refined Sunflower Oil 5L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40191263_2-wingreens-farms-premium-veg-mayo-dip-spread.jpg,https://www.amazon.in/dp/B0000290,4.4,5200,699,775,cooking oil,Original Recipe Premium Veg Mayo - With Sunflower Oil,320.0
Gemini Refined Sunflower Oil 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40191263_2-wingreens-farms-premium-veg-mayo-dip-spread.jpg,https://www.amazon.in/dp/B0000291,4.1,3100,130,145,cooking oil,Original Recipe Premium Veg Mayo - With Sunflower Oil,320.0
Saffola Tasty Refined Cooking Oil 5L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40124588_6-figaro-olive-oil-pure.jpg,https://www.amazon.in/dp/B0000292,4.3,3800,780,870,cooking oil,"Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes -Curries, Gravy- Imported from Spain- 5L Tin",380.0
Fortune Soya Health Refined Soyabean Oil 5L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40124588_6-figaro-olive-oil-pure.jpg,https://www.amazon.in/dp/B0000293,4.3,2800,630,710,cooking oil,"Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes -Curries, Gravy- Imported from Spain- 5L Tin",320.0
Sundrop Superlite Refined Sunflower Oil 5L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40191263_2-wingreens-farms-premium-veg-mayo-dip-spread.jpg,https://www.amazon.in/dp/B0000294,4.2,1900,750,845,cooking oil,Original Recipe Premium Veg Mayo - With Sunflower Oil,320.0
Dhara Refined Sunflower Oil 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40191263_2-wingreens-farms-premium-veg-mayo-dip-spread.jpg,https://www.amazon.in/dp/B0000295,4.2,1200,135,150,cooking oil,Original Recipe Premium Veg Mayo - With Sunflower Oil,320.0
Saffola Total Refined Cooking Oil 5L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40124588_6-figaro-olive-oil-pure.jpg,https://www.amazon.in/dp/B0000296,4.5,1500,899,990,cooking oil,"Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes -Curries, Gravy- Imported from Spain- 5L Tin",380.0
Gemini Refined Sunflower Oil 5L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40191263_2-wingreens-farms-premium-veg-mayo-dip-spread.jpg,https://www.amazon.in/dp/B0000297,4.2,1100,670,750,cooking oil,Original Recipe Premium Veg Mayo - With Sunflower Oil,320.0
Dhara Refined Sunflower Oil 5L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40191263_2-wingreens-farms-premium-veg-mayo-dip-spread.jpg,https://www.amazon.in/dp/B0000298,4.3,1300,685,765,cooking oil,Original Recipe Premium Veg Mayo - With Sunflower Oil,320.0
Fortune Cottonseed Oil 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/100140874_7-figaro-pure-olive-oil.jpg,https://www.amazon.in/dp/B0000299,4.0,950,120,135,cooking oil,"Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes- Curries, Gravy- Imported from Spain- 1L Tin",320.0
Dabur Squeezy Honey Pure & Natural 400g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215124_1-saffola-honey-100-pure-natural-super-value-pack-2-x-300g.jpg,https://www.amazon.in/dp/B0000300,4.4,8500,145,165,honey,"Honey 100% Pure & Natural, Super Value Pack - 2 x 300g",380.0
Saffola Wild Forest Honey 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40236681_1-saffola-organic-wild-forest-honey-nmr-tested-100-pure.jpg,https://www.amazon.in/dp/B0000301,4.3,6200,199,230,honey,"Organic Wild Forest Honey - NMR Tested, 100% Pure",440.0
Dabur Honey Pure & Natural 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215124_1-saffola-honey-100-pure-natural-super-value-pack-2-x-300g.jpg,https://www.amazon.in/dp/B0000302,4.5,11500,380,430,honey,"Honey 100% Pure & Natural, Super Value Pack - 2 x 300g",380.0
Patanjali Pure Honey 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1220657_1-bb-combo-royal-organic-wild-honey500gindisecrets-organic-tea-infusion-pure-tulsi34g.jpg,https://www.amazon.in/dp/B0000303,4.3,5100,165,185,honey,"Royal Organic Wild Honey,500g+IndiSecrets Organic Tea-Infusion, Pure Tulsi,34g",380.0
Apis Himalaya Pure Honey 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40073728_9-bb-royal-100-pure-honey.jpg,https://www.amazon.in/dp/B0000304,4.2,4300,299,350,honey,100% Pure Honey,320.0
Dabur Honey Pure & Natural 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215124_1-saffola-honey-100-pure-natural-super-value-pack-2-x-300g.jpg,https://www.amazon.in/dp/B0000305,4.4,3200,195,220,honey,"Honey 100% Pure & Natural, Super Value Pack - 2 x 300g",380.0
Saffola Wild Forest Honey 250g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40236681_1-saffola-organic-wild-forest-honey-nmr-tested-100-pure.jpg,https://www.amazon.in/dp/B0000306,4.2,1800,110,125,honey,"Organic Wild Forest Honey - NMR Tested, 100% Pure",440.0
Organic India Multi Flower Honey 250g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,https://www.amazon.in/dp/B0000307,4.5,1500,145,165,honey,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",320.0
Patanjali Pure Honey 250g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40073728_9-bb-royal-100-pure-honey.jpg,https://www.amazon.in/dp/B0000308,4.2,1100,88,98,honey,100% Pure Honey,320.0
Zandu Pure Honey 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1220657_1-bb-combo-royal-organic-wild-honey500gindisecrets-organic-tea-infusion-pure-tulsi34g.jpg,https://www.amazon.in/dp/B0000309,4.3,1300,185,210,honey,"Royal Organic Wild Honey,500g+IndiSecrets Organic Tea-Infusion, Pure Tulsi,34g",380.0
Amul Pure Cow Ghee Tin 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/100140874_7-figaro-pure-olive-oil.jpg,https://www.amazon.in/dp/B0000310,4.6,15200,640,670,ghee,"Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes- Curries, Gravy- Imported from Spain- 1L Tin",380.0
Mother Dairy Pure Cow Ghee 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40224982_1-daadis-besan-laddoo-pure-ghee-preparation-traditional-indian-sweet.jpg,https://www.amazon.in/dp/B0000311,4.5,9800,625,655,ghee,Besan Laddoo - Pure Ghee Preparation - Traditional Indian Sweet,320.0
Patanjali Cow Ghee 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40224982_1-daadis-besan-laddoo-pure-ghee-preparation-traditional-indian-sweet.jpg,https://www.amazon.in/dp/B0000312,4.4,11200,610,640,ghee,Besan Laddoo - Pure Ghee Preparation - Traditional Indian Sweet,210.0
Aashirvaad Svasti Pure Cow Ghee 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40224982_1-daadis-besan-laddoo-pure-ghee-preparation-traditional-indian-sweet.jpg,https://www.amazon.in/dp/B0000313,4.5,8200,650,690,ghee,Besan Laddoo - Pure Ghee Preparation - Traditional Indian Sweet,320.0
Amul Pure Ghee Carton 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40224982_1-daadis-besan-laddoo-pure-ghee-preparation-traditional-indian-sweet.jpg,https://www.amazon.in/dp/B0000314,4.5,6100,620,650,ghee,Besan Laddoo - Pure Ghee Preparation - Traditional Indian Sweet,320.0
Gowardhan Pure Cow Ghee 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40224982_1-daadis-besan-laddoo-pure-ghee-preparation-traditional-indian-sweet.jpg,https://www.amazon.in/dp/B0000315,4.3,4200,635,670,ghee,Besan Laddoo - Pure Ghee Preparation - Traditional Indian Sweet,320.0
Britannia Danedar Pure Ghee 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40224982_1-daadis-besan-laddoo-pure-ghee-preparation-traditional-indian-sweet.jpg,https://www.amazon.in/dp/B0000316,4.3,3100,630,660,ghee,Besan Laddoo - Pure Ghee Preparation - Traditional Indian Sweet,320.0
Patanjali Cow Ghee 500ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40224982_1-daadis-besan-laddoo-pure-ghee-preparation-traditional-indian-sweet.jpg,https://www.amazon.in/dp/B0000317,4.3,2800,310,325,ghee,Besan Laddoo - Pure Ghee Preparation - Traditional Indian Sweet,210.0
Aashirvaad Svasti Pure Cow Ghee 500ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40224982_1-daadis-besan-laddoo-pure-ghee-preparation-traditional-indian-sweet.jpg,https://www.amazon.in/dp/B0000318,4.4,1900,330,350,ghee,Besan Laddoo - Pure Ghee Preparation - Traditional Indian Sweet,320.0
Amul Pure Cow Ghee Carton 500ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40224982_1-daadis-besan-laddoo-pure-ghee-preparation-traditional-indian-sweet.jpg,https://www.amazon.in/dp/B0000319,4.5,1500,315,335,ghee,Besan Laddoo - Pure Ghee Preparation - Traditional Indian Sweet,320.0
Mother Dairy Pure Ghee 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40224982_1-daadis-besan-laddoo-pure-ghee-preparation-traditional-indian-sweet.jpg,https://www.amazon.in/dp/B0000320,4.2,1200,599,630,ghee,Besan Laddoo - Pure Ghee Preparation - Traditional Indian Sweet,320.0
Gowardhan Pure Cow Ghee 500ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40224982_1-daadis-besan-laddoo-pure-ghee-preparation-traditional-indian-sweet.jpg,https://www.amazon.in/dp/B0000321,4.2,1100,320,340,ghee,Besan Laddoo - Pure Ghee Preparation - Traditional Indian Sweet,320.0
Amul Masti Spiced Curd 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/294274_16-bingo-mad-angles-achari-masti.jpg,https://www.amazon.in/dp/B0000322,4.4,6200,28,30,curd,"Mad Angles – Achaari Masti,Crunchy Triangle Chips Perfect for Snacking",210.0
Mother Dairy Classic Curd 400g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212499_1-cadbury-dairy-milk-chocolate-home-treats-pack.jpg,https://www.amazon.in/dp/B0000323,4.3,5100,42,45,curd,Chocolate Home - Treats Pack,210.0
Nestle a+ Nourish Dahi 400g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/900448368_3-nourish-organics-honey-roasted-cashews.jpg,https://www.amazon.in/dp/B0000324,4.4,4300,65,70,curd,Honey Roasted Cashews,210.0
Amul Masti Spiced Curd 400g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/294274_16-bingo-mad-angles-achari-masti.jpg,https://www.amazon.in/dp/B0000325,4.3,3200,52,55,curd,"Mad Angles – Achaari Masti,Crunchy Triangle Chips Perfect for Snacking",210.0
Milky Mist Farm Fresh Curd 400g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40251515_2-fresho-frozen-sweet-corn-preservative-free-fresh-juicy-kernels.jpg,https://www.amazon.in/dp/B0000326,4.4,2100,58,62,curd,"Frozen Sweet Corn - Preservative Free, Fresh & Juicy Kernels",210.0
Nandini Pure Thick Curd 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1220657_1-bb-combo-royal-organic-wild-honey500gindisecrets-organic-tea-infusion-pure-tulsi34g.jpg,https://www.amazon.in/dp/B0000327,4.2,1800,48,50,curd,"Royal Organic Wild Honey,500g+IndiSecrets Organic Tea-Infusion, Pure Tulsi,34g",320.0
Mother Dairy Classic Curd 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212499_1-cadbury-dairy-milk-chocolate-home-treats-pack.jpg,https://www.amazon.in/dp/B0000328,4.2,1200,24,25,curd,Chocolate Home - Treats Pack,210.0
ID Natural Creamy Thick Curd 400g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40240177_1-delight-nuts-natural-peanut-butter-unsweetened-high-in-protein-creamy-helps-manage-weight.jpg,https://www.amazon.in/dp/B0000329,4.4,1100,64,70,curd,"Natural Peanut Butter - Unsweetened, High In Protein, Creamy, Helps Manage Weight",320.0
